id,customer_email,order_date,status,total_amount,currency,shipping_address
1217,roy.e@yahoo.com,5/12/25 10:11,DELIVERED,41.95,GBP,"Regent St, London W1B 5AH, UK"
1218,carla.h@hotmail.com,5/22/25 16:44,DELIVERED,229.33,USD,"Collins Ave, Miami Beach, FL 33139, USA"
1219,bob.b@me.com,6/5/25 13:10,DELIVERED,129.3,USD,"Constitution Ave NW, Washington, DC 20001, USA"
1220,troy.k@gmail.com,6/15/25 15:26,DELIVERED,31.48,USD,"Santa Monica Blvd, Santa Monica, CA 90401, USA"
1221,shirley.r@outlook.com,6/25/25 18:31,DELIVERED,54.94,USD,"Lombard St, San Francisco, CA 94133, USA"
1222,pierce.d@protonmail.com,7/8/25 10:14,DELIVERED,28.49,USD,"Boylston St, Boston, MA 02116, USA"
1223,britta.s@icloud.com,7/20/25 16:41,DELIVERED,194.22,USD,"Market St, Philadelphia, PA 19106, USA"
1224,abed.h@gmail.com,8/1/25 13:16,DELIVERED,253,USD,"16th St Mall, Denver, CO 80202, USA"
1225,annie.t@yahoo.com,8/14/25 15:22,DELIVERED,55.14,USD,"Chestnut St, Philadelphia, PA 19106, USA"
1226,jeff.h@hotmail.com,8/28/25 18:31,DELIVERED,152.85,USD,"Wilshire Blvd, Los Angeles, CA 90028, USA"
1227,ben.s@me.com,9/2/25 10:15,DELIVERED,62.49,USD,"Walnut St, Philadelphia, PA 19103, USA"
1228,claire.g@gmail.com,9/10/25 16:40,DELIVERED,53.14,USD,"State St, Chicago, IL 60602, USA"
1229,brianna.n@outlook.com,9/18/25 13:14,DELIVERED,344.61,USD,"Michigan Ave, Chicago, IL 60611, USA"
1230,roger.p@protonmail.com,9/25/25 15:20,DELIVERED,110.05,USD,"Canal St, New York, NY 10013, USA"
1231,jamie.e@icloud.com,10/2/25 18:35,DELIVERED,56.65,USD,"Wall St, New York, NY 10005, USA"
1232,harry.k@gmail.com,10/14/25 10:11,DELIVERED,50.23,USD,"Mass Ave, Indianapolis, IN 46204, USA"
1233,sally.s@yahoo.com,10/30/25 16:44,DELIVERED,56.65,USD,"Delaware St, Indianapolis, IN 46204, USA"
1234,tommy.l@hotmail.com,11/5/25 13:10,DELIVERED,56.65,USD,"Capitol Ave, Indianapolis, IN 46204, USA"
1235,sunisa.h@gmail.com,11/12/25 15:26,DELIVERED,51.49,EUR,"Ratakatu 12, 00120 Helsinki, Finland"
1236,barnabus.l@yahoo.com,11/26/25 18:31,DELIVERED,56.65,SEK,"Drottninggatan 1, 111 51 Stockholm, Sweden"
1237,safiya.k@gmail.com,12/28/25 10:14,SHIPPED,3950,JPY,"Higashiyama-ku, Kyoto 605-0001, Japan"
1238,moe.b@outlook.com,1/5/25 16:41,DELIVERED,51.49,EUR,"Place de la Comédie, 69001 Lyon, France"
1239,taylor.r@hotmail.com,1/15/25 13:16,DELIVERED,50.23,USD,"Via del Corso, 00186 Rome, Italy"
1240,yoongi.k@gmail.com,1/22/25 15:22,DELIVERED,51.49,EUR,"Eerikinkatu 15, 20100 Turku, Finland"
1241,susie.a@me.com,2/2/25 18:31,DELIVERED,68.38,CAD,"P.O. Box 1000, Iqaluit, NU X0A 0H0, Canada"
1242,sandra.l@gmail.com,2/14/25 10:15,DELIVERED,46.27,EUR,"Hämeenkatu 1, 33100 Tampere, Finland"
1243,taehyung.p@yahoo.com,2/28/25 16:40,DELIVERED,51.49,EUR,"Bulevardi 2, 00120 Helsinki, Finland"
1244,austin.k@gmail.com,3/5/25 13:14,DELIVERED,46.27,EUR,"Kirkkokatu 1, 90100 Oulu, Finland"
1245,barbara.l@hotmail.com,3/10/25 15:20,DELIVERED,68.38,CAD,"Grande Allée Est, Québec, QC G1R 2H9, Canada"
1246,suzuka.n@gmail.com,3/25/25 18:35,DELIVERED,68.38,CAD,"General Delivery, Pangnirtung, NU X0A 0R0, Canada"
1247,philip.l@outlook.com,4/11/25 10:11,DELIVERED,26.49,SEK,"Avenyn 1, 411 36 Gothenburg, Sweden"
1248,morgan.s@me.com,4/18/25 16:44,DELIVERED,4200,JPY,"Naka-ku, Yokohama 231-0001, Japan"
1249,uyen.t@gmail.com,4/21/25 13:10,DELIVERED,50.23,USD,"W 4th St, New York, NY 10012, USA"
1250,steve.p@yahoo.com,5/5/25 15:26,DELIVERED,46.27,EUR,"Mannerheimintie 1, 00100 Helsinki, Finland"
1251,ava.d@gmail.com,5/12/25 18:31,DELIVERED,68.38,CAD,"Rideau St, Ottawa, ON K1N 5X8, Canada"
1252,eddie.s@hotmail.com,5/22/25 10:14,DELIVERED,92.54,EUR,"Keskuskatu 1, 00100 Helsinki, Finland"
1253,susie.s@me.com,6/5/25 16:41,DELIVERED,136.76,CAD,"Federal Rd, Iqaluit, NU X0A 0H0, Canada"
1254,suranne.t@gmail.com,6/15/25 13:16,DELIVERED,535.8,CAD,"Rue Saint-Jean, Québec, QC G1R 1P5, Canada"
1255,wucy.a@outlook.com,6/25/25 15:22,DELIVERED,109.68,EUR,"Unioninkatu 1, 00130 Helsinki, Finland"
1256,ashra.t@gmail.com,7/8/25 18:31,DELIVERED,28000,JPY,"Shinjuku-ku, Tokyo 160-0022, Japan"
1257,sujin.a@yahoo.com,7/20/25 10:15,DELIVERED,221.96,USD,"E 14th St, New York, NY 10003, USA"
1258,austin.n@gmail.com,8/1/25 16:40,DELIVERED,195.29,USD,"W 23rd St, New York, NY 10011, USA"
1259,safiya.e@hotmail.com,8/14/25 13:14,DELIVERED,167.77,USD,"Market St, San Francisco, CA 94103, USA"
1260,sugar.v@protonmail.com,8/28/25 15:20,DELIVERED,462.2,EUR,"Espoonkatu 4, 02100 Espoo, Finland"
1261,bear.o@gmail.com,9/2/25 18:35,DELIVERED,113.96,CAD,"Arctic Rd, Inuvik, NT X0E 0T0, Canada"
1262,elora.l@yahoo.com,9/10/25 10:11,DELIVERED,244.44,EUR,"Place de la Bourse, 33000 Bordeaux, France"
1263,nadja.i@icloud.com,9/18/25 16:44,DELIVERED,207.12,USD,"Calle Mayor, 28013 Madrid, Spain"
1264,guillermo.d@gmail.com,9/25/25 13:10,DELIVERED,570.09,EUR,"La Canebière, 13001 Marseille, France"
1265,colin.n@hotmail.com,10/2/25 15:26,DELIVERED,363.7,EUR,"Tehtaankatu 1, 00140 Helsinki, Finland"
1266,mike.r@me.com,10/14/25 18:31,DELIVERED,316.15,USD,"Via Dante, 20121 Milan, Italy"
1267,robin.k@outlook.com,10/30/25 10:14,DELIVERED,96.8,EUR,"Linnankatu 1, 20100 Turku, Finland"
1268,amy.b@gmail.com,11/5/25 16:41,DELIVERED,71.64,EUR,"Grand Place, 59800 Lille, France"
1269,charles.l@yahoo.com,11/12/25 13:16,DELIVERED,95.29,EUR,"Satakunnankatu 1, 33100 Tampere, Finland"
1270,meredith.p@hotmail.com,11/26/25 15:22,DELIVERED,416.91,EUR,"Eteläesplanadi 1, 00130 Helsinki, Finland"
1271,alex.l@protonmail.com,12/28/25 18:31,SHIPPED,560.4,CAD,"Boulevard Laurier, Québec, QC G1V 2M2, Canada"
1272,george.k@icloud.com,1/5/25 10:15,DELIVERED,76.17,EUR,"Isokatu 1, 90100 Oulu, Finland"
1273,moss.n@gmail.com,1/15/25 16:40,DELIVERED,362.68,CAD,"Baffin St, Arctic Bay, NU X0A 0A0, Canada"
1274,malcolm.s@yahoo.com,1/22/25 13:14,DELIVERED,544.38,CAD,"Main St, Arviat, NU X0C 0E0, Canada"
1275,riley.l@outlook.com,2/2/25 15:20,DELIVERED,86.75,SEK,"Hamngatan 1, 111 47 Stockholm, Sweden"
1276,nomi.s@gmail.com,2/14/25 18:35,DELIVERED,30150,JPY,"Ginza, Chuo City, Tokyo 104-0061, Japan"
1277,wolfgang.t@hotmail.com,2/28/25 10:11,DELIVERED,249.67,USD,"W 14th St, New York, NY 10011, USA"
1278,jamie.t@me.com,3/5/25 16:44,DELIVERED,216.53,CAD,"Rue Sherbrooke, Montreal, QC H3A 1G1, Canada"
1279,roger.a@gmail.com,3/10/25 13:10,DELIVERED,259.24,EUR,"Korkeavuorenkatu 1, 00130 Helsinki, Finland"
1280,helly.a@yahoo.com,3/25/25 15:26,DELIVERED,340.28,CAD,"Igloolik, NU X0A 0L0, Canada"
1281,dylan.t@outlook.com,4/11/25 18:31,DELIVERED,60100,JPY,"Namba, Chuo Ward, Osaka 542-0076, Japan"
1282,sally.a@gmail.com,4/18/25 10:14,DELIVERED,363.99,USD,"Michigan Ave, Chicago, IL 60611, USA"
1283,jonah.n@hotmail.com,4/21/25 16:41,DELIVERED,309.07,USD,"Sunset Blvd, Los Angeles, CA 90028, USA"
1284,garrett.e@protonmail.com,5/5/25 13:16,DELIVERED,259.03,USD,"California St, San Francisco, CA 94104, USA"
1285,matt.g@icloud.com,5/12/25 15:22,DELIVERED,158.06,USD,"Wacker Dr, Chicago, IL 60601, USA"
1286,foggy.b@gmail.com,5/22/25 18:31,DELIVERED,559.04,USD,"K St NW, Washington, DC 20006, USA"
1287,frank.b@yahoo.com,6/5/25 10:15,DELIVERED,269.99,USD,"E Northern Lights Blvd, Anchorage, AK 99503, USA"
1288,lisa.m@outlook.com,6/15/25 16:40,DELIVERED,26650,JPY,"Nakamura Ward, Nagoya, Aichi 450-0002, Japan"
1289,dwight.h@gmail.com,6/25/25 13:14,DELIVERED,21100,JPY,"Nakamura Ward, Nagoya, Aichi 450-0002, Japan"
1290,ryan.s@hotmail.com,7/8/25 15:20,DELIVERED,74.53,USD,"Biscayne Blvd, Miami, FL 33132, USA"
1291,umma.j@me.com,7/20/25 18:35,DELIVERED,164.45,USD,"Flatbush Ave, Brooklyn, NY 11217, USA"
1292,haley.s@gmail.com,8/1/25 10:11,DELIVERED,145.19,USD,"S Broad St, Philadelphia, PA 19107, USA"
1293,manny.h@yahoo.com,8/14/25 16:44,DELIVERED,130.77,USD,"Colfax Ave, Denver, CO 80203, USA"
1294,abed.m@outlook.com,8/28/25 13:10,DELIVERED,24.32,EUR,"Bulevardi 1, 00120 Helsinki, Finland"
1295,troy.v@gmail.com,9/2/25 15:26,DELIVERED,25.84,EUR,"Hämeenkatu 1, 33100 Tampere, Finland"
1296,annie.l@hotmail.com,9/10/25 18:31,DELIVERED,89.28,EUR,"Avenue des Champs-Élysées, 75008 Paris, France"
1297,pierce.o@me.com,9/18/25 10:14,DELIVERED,38.32,CAD,"P.O. Box 100, Iqaluit, NU X0A 0H0, Canada"
1298,britta.i@gmail.com,9/25/25 16:41,DELIVERED,126.12,USD,"W Olympic Blvd, Los Angeles, CA 90015, USA"
1299,jeff.o@yahoo.com,10/2/25 13:16,DELIVERED,37.6,USD,"Montgomery St, San Francisco, CA 94104, USA"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
